"Label" "Cellcoord.X" "Cellcoord.Y" "area" "mean.ch2" "std.ch2" "min.ch2" "max.ch2" "BGcoord.ch2.X" "BGcoord.ch2.Y" "bg.area.ch2" "bg.mean.ch2" "bg.std.ch2" "bg.min.ch2" "bg.max.ch2" "area.ch3" "mean.ch3" "std.ch3" "min.ch3" "max.ch3" "BGcoord.ch3.X" "BGcoord.ch3.Y" "bg.area.ch3" "bg.mean.ch3" "bg.std.ch3" "bg.min.ch3" "bg.max.ch3" "Error" "Comment" "Well" "Run" "discard" "r.mean.ch2" "r.mean.ch3"
"298" "1772-067-039_B04" 259 177 214.599 27.255 7.683 14 47 209 227 214.599 21.547 4.842 10 35 214.599 29.453 22.827 7 105 209 227 214.599 13.146 3.774 5 22 "0-No Error" "No comment" "B04" "1772-067-039" FALSE 5.11578125 16.4656875
"299" "1772-067-039_B05" 225 174 214.599 39.92 16.618 10 81 175 224 214.599 21.679 4.76 9 36 214.599 24.496 10.487 9 52 175 224 214.599 13.241 4.204 4 23 "0-No Error" "No comment" "B05" "1772-067-039" FALSE 17.78078125 11.5086875
"300" "1772-067-039_B06" 258 177 214.599 21.577 4.876 10 33 208 227 214.599 22.212 4.432 11 33 214.599 12.737 3.839 3 23 208 227 214.599 12.591 4.542 2 26 "1-No cell" "No comment" "B06" "1772-067-039" TRUE -0.56221875 -0.2503125
"301" "1772-067-039_B07" 225 180 214.599 28.27 7.029 13 48 175 230 214.599 20.956 4.832 10 34 214.599 51.584 30.939 7 123 175 230 214.599 12.511 4.613 0 23 "0-No Error" "No comment" "B07" "1772-067-039" FALSE 6.13078125 38.5966875
"302" "1772-067-039_B08" 258 178 214.599 24.08 5.978 9 43 208 228 214.599 22.708 5.065 11 35 214.599 18.255 6.901 5 38 208 228 214.599 12.555 4.431 2 24 "0-No Error" "No comment" "B08" "1772-067-039" FALSE 1.94078125 5.2676875
"303" "1772-067-039_B09" 229 177 214.599 26.168 6.368 12 47 179 227 214.599 22.029 5.09 8 37 214.599 22.27 8.532 6 46 179 227 214.599 12.978 4.415 1 27 "0-No Error" "No comment" "B09" "1772-067-039" FALSE 4.02878125 9.2826875
"304" "1772-067-039_B10" 224 172 214.599 23.066 5.181 10 39 174 222 214.599 21.248 4.493 10 31 214.599 13.708 4.332 2 26 174 222 214.599 13.153 4.493 3 24 "0-No Error" "Very small cell or debris?" "B10" "1772-067-039" FALSE 0.926781249999998 0.7206875
"305" "1772-067-039_B11" 257 173 214.599 21.547 5.573 6 32 207 223 214.599 22.161 5.128 9 32 214.599 12.737 4.15 4 22 207 223 214.599 13.051 4.217 1 24 "1-No cell" "No comment" "B11" "1772-067-039" TRUE -0.592218750000001 -0.2503125
"306" "1772-067-039_B12" 222 176 214.599 31.511 10.07 15 61 172 226 214.599 22.146 4.8 12 34 214.599 37.54 21.98 8 95 172 226 214.599 12.095 4.911 0 28 "4-MultipleCells" "No comment" "B12" "1772-067-039" TRUE 9.37178125 24.5526875
"307" "1772-067-039_C01" 254 178 214.599 20.124 4.812 6 32 204 228 214.599 22.153 4.545 10 31 214.599 13.445 4.192 4 25 204 228 214.599 13.117 4.157 3 27 "1-No cell" "No comment" "C01" "1772-067-039" TRUE -2.01521875 0.4576875
"308" "1772-067-039_C02" 222 174 214.599 23.825 4.834 11 37 172 224 214.599 21.737 4.536 10 32 214.599 13.891 4.372 0 23 172 224 214.599 13.321 4.19 0 25 "0-No Error" "Small cell or debris?" "C02" "1772-067-039" FALSE 1.68578125 0.9036875
"309" "1772-067-039_C03" 257 179 214.599 21 4.848 11 33 207 229 214.599 21.526 4.489 10 31 214.599 13.146 3.992 4 25 207 229 214.599 12.715 4.614 0 28 "1-No cell" "No comment" "C03" "1772-067-039" TRUE -1.13921875 0.158687500000001
"310" "1772-067-039_C04" 250 175 214.599 32.044 9.577 10 57 200 225 214.599 22.504 4.552 11 34 214.599 22.146 9.075 5 50 200 225 214.599 13.547 4.708 1 26 "0-No Error" "No comment" "C04" "1772-067-039" FALSE 9.90478125 9.1586875
"311" "1772-067-039_C05" 216 169 214.599 22.314 5.186 10 39 166 219 214.599 21.883 4.852 8 34 214.599 13.504 4.161 1 23 166 219 214.599 13.409 4.304 4 29 "1-No cell" "No comment" "C05" "1772-067-039" TRUE 0.174781249999999 0.5166875
"312" "1772-067-039_C06" 247 174 214.599 24.591 5.288 14 39 197 224 214.599 21.701 5.023 11 39 214.599 15.971 5.287 3 30 197 224 214.599 13.212 3.87 2 22 "0-No Error" "Small cell or debris?" "C06" "1772-067-039" FALSE 2.45178125 2.9836875
"313" "1772-067-039_C07" 214 179 214.599 69.489 16.394 37 107 176 165 214.599 21.737 5.017 9 35 214.599 18.35 4.608 5 28 183 159 214.599 12.949 4.478 2 23 "0-No Error" "BG XY change" "C07" "1772-067-039" FALSE 47.34978125 5.3626875
"314" "1772-067-039_C08" 250 177 214.599 27.584 6.724 12 47 200 227 214.599 22.161 5.028 8 38 214.599 62.657 44.097 7 169 200 227 214.599 13.044 4.422 5 26 "0-No Error" "No comment" "C08" "1772-067-039" FALSE 5.44478125 49.6696875
"315" "1772-067-039_C09" 219 180 214.599 70.35 33.944 24 148 169 230 214.599 22.657 4.471 10 33 214.599 89.445 49.192 20 208 169 230 214.599 13.489 4.175 2 25 "0-No Error" "No comment" "C09" "1772-067-039" FALSE 48.21078125 76.4576875
"316" "1772-067-039_C10" 214 175 214.599 63.285 34.818 17 159 164 225 214.599 22.073 4.58 9 32 214.599 71.628 44.858 12 178 164 225 214.599 13.971 3.796 5 23 "0-No Error" "No comment" "C10" "1772-067-039" FALSE 41.14578125 58.6406875
"317" "1772-067-039_C11" 246 172 214.599 74.701 30.08 26 137 196 222 214.599 21.292 4.872 9 36 214.599 107.438 49.535 18 215 196 222 214.599 13.19 4.328 3 25 "0-No Error" "No comment" "C11" "1772-067-039" FALSE 52.56178125 94.4506875
"318" "1772-067-039_C12" 212 174 214.599 24.562 5.723 11 41 162 224 214.599 21.635 5.19 7 38 214.599 23.766 10.601 5 58 162 224 214.599 13.73 4.135 2 23 "0-No Error" "No comment" "C12" "1772-067-039" FALSE 2.42278125 10.7786875
"319" "1772-067-039_D01" 244 176 214.599 73.321 27.765 20 134 194 226 214.599 22.781 5.094 11 35 214.599 97.117 38.138 25 186 194 226 214.599 12.511 4.459 3 26 "0-No Error" "No comment" "D01" "1772-067-039" FALSE 51.18178125 84.1296875
"320" "1772-067-039_D02" 213 180 214.599 82.577 34.015 32 165 163 230 214.599 21.365 4.633 11 32 214.599 58.949 23.438 12 117 163 230 214.599 13.628 4.381 3 24 "0-No Error" "No comment" "D02" "1772-067-039" FALSE 60.43778125 45.9616875
"321" "1772-067-039_D03" 246 178 214.599 74.511 43.297 17 182 196 228 214.599 22.044 4.399 13 37 214.599 67.942 36.63 13 150 196 228 214.599 12.015 4.153 3 24 "0-No Error" "No comment" "D03" "1772-067-039" FALSE 52.37178125 54.9546875
"322" "1772-067-039_D04" 244 174 214.599 23.117 5.169 11 36 194 224 214.599 22.168 4.393 10 32 214.599 13.285 4.457 0 24 194 224 214.599 12.701 4.285 3 25 "1-No cell" "No comment" "D04" "1772-067-039" TRUE 0.97778125 0.2976875
"323" "1772-067-039_D05" 208 176 214.599 26.613 5.078 17 38 158 226 214.599 23.036 5.021 9 36 214.599 13.825 4.237 1 27 158 226 214.599 13.35 4.427 0 24 "3-OutOfFocus" "No comment" "D05" "1772-067-039" TRUE 4.47378125 0.837687499999999
"324" "1772-067-039_D06" 241 172 214.599 22.416 4.404 12 34 191 222 214.599 22.38 5.262 11 37 214.599 13.431 4.155 0 24 191 222 214.599 12.438 4.158 3 27 "1-No cell" "No comment" "D06" "1772-067-039" TRUE 0.276781249999999 0.443687499999999
"325" "1772-067-039_D07" 206 174 214.599 70.657 32.744 13 146 156 224 214.599 22.934 4.636 11 34 214.599 13.964 5.121 2 27 156 224 214.599 13.423 4.445 3 28 "0-No Error" "No comment" "D07" "1772-067-039" FALSE 48.51778125 0.976687500000001
"326" "1772-067-039_D08" 241 180 214.599 27.015 5.931 12 41 191 230 214.599 22.511 5.008 10 37 214.599 54.788 22.506 15 105 191 230 214.599 12.496 4.547 2 24 "0-No Error" "No comment" "D08" "1772-067-039" FALSE 4.87578125 41.8006875
"327" "1772-067-039_D09" 208 179 214.599 22.547 5.62 10 35 158 229 214.599 22.628 5.457 10 40 214.599 13.964 3.964 6 24 158 229 214.599 12.708 4.082 0 25 "0-No Error" "No comment" "D09" "1772-067-039" FALSE 0.407781249999999 0.976687500000001
"328" "1772-067-039_D10" 206 174 214.599 31.358 7.026 16 55 156 224 214.599 23.511 4.608 12 35 214.599 61.708 21.785 15 117 156 224 214.599 12.715 4.246 0 21 "0-No Error" "No comment" "D10" "1772-067-039" FALSE 9.21878125 48.7206875
"329" "1772-067-039_D11" 236 176 214.599 25.416 5.117 13 39 186 226 214.599 21.285 5.057 6 34 214.599 28.774 9.827 11 53 186 226 214.599 12.723 4.228 3 26 "0-No Error" "No comment" "D11" "1772-067-039" FALSE 3.27678125 15.7866875
"330" "1772-067-039_D12" 201 169 214.599 102.708 47.916 36 223 151 219 214.599 22.715 5.163 11 37 214.599 13.416 4.509 0 25 151 219 214.599 12.832 4.627 4 28 "0-No Error" "No comment" "D12" "1772-067-039" FALSE 80.56878125 0.428687500000001
"331" "1772-067-039_E01" 238 172 214.599 68.38 43.31 13 169 188 222 214.599 22.175 4.994 12 34 214.599 141.504 110.454 9 387 188 222 214.599 13.058 4.56 3 27 "0-No Error" "No comment" "E01" "1772-067-039" FALSE 46.24078125 128.5166875
"332" "1772-067-039_E02" 205 176 214.599 79.526 60.148 12 218 155 226 214.599 21.46 4.337 10 31 214.599 78.569 66.011 8 224 155 226 214.599 12.701 3.915 3 22 "0-No Error" "No comment" "E02" "1772-067-039" FALSE 57.38678125 65.5816875
"333" "1772-067-039_E03" 235 176 214.599 21.526 4.753 9 36 185 226 214.599 22.08 4.529 12 33 214.599 12.234 4.661 2 31 185 226 214.599 13.088 4.377 1 23 "1-No cell" "No comment" "E03" "1772-067-039" TRUE -0.613218750000001 -0.7533125
"334" "1772-067-039_E04" 231 172 214.599 66.029 45.238 15 168 181 222 214.599 22.577 4.946 10 34 214.599 89.219 80.663 7 272 181 222 214.599 12.204 4.52 1 23 "0-No Error" "No comment" "E04" "1772-067-039" FALSE 43.88978125 76.2316875
"335" "1772-067-039_E05" 200 171 214.599 22.066 5.144 9 45 150 221 214.599 21.599 4.702 10 37 214.599 13.569 4.511 2 25 150 221 214.599 12.467 4.711 0 26 "1-No cell" "No comment" "E05" "1772-067-039" TRUE -0.0732187500000023 0.581687500000001
"336" "1772-067-039_E06" 233 168 214.599 28.219 8.374 12 47 183 218 214.599 22.328 4.731 7 33 214.599 60.92 61.057 4 244 183 218 214.599 13.234 4.77 0 25 "0-No Error" "No comment" "E06" "1772-067-039" FALSE 6.07978125 47.9326875
"337" "1772-067-039_E07" 201 177 214.599 95.803 64.735 20 254 151 227 214.599 21.109 4.843 10 34 214.599 92.905 72.955 14 265 151 227 214.599 13.277 3.985 3 23 "4-MultipleCells" "No comment" "E07" "1772-067-039" TRUE 73.66378125 79.9176875
"338" "1772-067-039_E08" 233 175 214.599 85.54 54.526 17 194 183 225 214.599 23.109 5.103 9 35 214.599 14.518 4.843 4 27 183 225 214.599 13.65 4.37 3 26 "0-No Error" "No comment" "E08" "1772-067-039" FALSE 63.40078125 1.5306875
"339" "1772-067-039_E09" 199 178 214.599 102.912 82.719 19 341 149 228 214.599 22.409 4.767 13 35 214.599 68.022 57.399 0 231 149 228 214.599 12.453 4.48 2 26 "0-No Error" "No comment" "E09" "1772-067-039" FALSE 80.77278125 55.0346875
"342" "1772-067-039_E10" 195 173 214.599 22.117 4.95 9 36 145 223 214.599 22.693 4.614 8 35 214.599 13.445 4.762 4 27 145 223 214.599 12.942 3.994 3 24 "1-No cell" "No comment" "E10" "1772-067-039" TRUE -0.0222187500000004 0.4576875
"343" "1772-067-039_E11" 229 172 214.599 20.883 4.621 7 38 179 222 214.599 22.234 4.818 10 34 214.599 11.336 4.18 0 22 179 222 214.599 12.547 4.201 4 24 "1-No cell" "No comment" "E11" "1772-067-039" TRUE -1.25621875 -1.6513125
"344" "1772-067-039_E12" 198 172 214.599 21.066 5.105 5 33 148 222 214.599 22 4.99 7 33 214.599 13.175 4.183 2 22 148 222 214.599 12.679 4.23 2 28 "1-No cell" "No comment" "E12" "1772-067-039" TRUE -1.07321875 0.187687500000001
"345" "1772-067-039_F01" 231 176 214.599 34.584 10.691 12 62 181 226 214.599 22.139 4.605 12 34 214.599 69.27 58.357 6 227 181 226 214.599 13.219 3.878 2 22 "4-MultipleCells" "No comment" "F01" "1772-067-039" TRUE 12.44478125 56.2826875
"346" "1772-067-039_F02" 198 179 214.599 99.117 89.395 16 340 148 229 214.599 21.401 5.043 7 36 214.599 97.234 100.587 8 346 148 229 214.599 12.92 4.461 2 25 "0-No Error" "No comment" "F02" "1772-067-039" FALSE 76.97778125 84.2466875
"347" "1772-067-039_F03" 228 180 214.599 63.978 51.774 18 205 178 230 214.599 21.642 4.372 11 33 214.599 57.226 56.332 4 215 178 230 214.599 12.547 4.366 1 24 "0-No Error" "No comment" "F03" "1772-067-039" FALSE 41.83878125 44.2386875
"348" "1772-067-039_F04" 225 175 214.599 67.365 46.282 13 184 175 225 214.599 22.219 4.966 7 35 214.599 61.095 47.362 7 165 175 225 214.599 12.511 3.896 4 22 "0-No Error" "No comment" "F04" "1772-067-039" FALSE 45.22578125 48.1076875
"349" "1772-067-039_F05" 193 174 214.599 39.088 18.606 15 83 143 224 214.599 21.62 4.977 10 38 214.599 39.869 29.453 5 106 143 224 214.599 12.934 4.166 0 22 "0-No Error" "No comment" "F05" "1772-067-039" FALSE 16.94878125 26.8816875
"350" "1772-067-039_F06" 225 174 214.599 87.547 58.96 18 217 175 224 214.599 22.022 4.633 9 34 214.599 122.263 104.69 11 402 175 224 214.599 13.292 4.822 0 24 "0-No Error" "No comment" "F06" "1772-067-039" FALSE 65.40778125 109.2756875
"351" "1772-067-039_F07" 197 179 214.599 26.285 7.036 12 45 147 229 214.599 21.664 4.612 10 36 214.599 36.898 24.853 0 94 147 229 214.599 13.058 4.698 3 22 "0-No Error" "No comment" "F07" "1772-067-039" FALSE 4.14578125 23.9106875
"352" "1772-067-039_F08" 227 178 214.599 78.854 52.644 15 197 177 228 214.599 22.365 4.693 12 34 214.599 38.591 23.58 4 93 177 228 214.599 13.066 3.963 5 22 "0-No Error" "No comment" "F08" "1772-067-039" FALSE 56.71478125 25.6036875
"353" "1772-067-039_F09" 193 181 214.599 21.876 4.964 10 33 143 231 214.599 21.825 4.686 8 35 214.599 12.212 4.517 2 22 143 231 214.599 13.036 4.186 1 30 "1-No cell" "No comment" "F09" "1772-067-039" TRUE -0.26321875 -0.7753125
"354" "1772-067-039_F10" 191 176 214.599 24.65 6.163 11 45 141 226 214.599 21.46 4.136 9 35 214.599 21.445 11.977 4 55 141 226 214.599 13.526 4.599 1 25 "0-No Error" "No comment" "F10" "1772-067-039" FALSE 2.51078125 8.4576875
"355" "1772-067-039_F11" 222 175 214.599 20.934 4.631 8 34 172 225 214.599 23.036 4.305 12 34 214.599 11.861 4.264 0 22 172 225 214.599 12.219 4.289 2 22 "1-No cell" "No comment" "F11" "1772-067-039" TRUE -1.20521875 -1.1263125
"356" "1772-067-039_F12" 192 175 214.599 73.27 38.69 14 145 142 225 214.599 21.073 5.28 9 38 214.599 27.657 11.591 8 61 142 225 214.599 12.591 4.076 2 23 "0-No Error" "No comment" "F12" "1772-067-039" FALSE 51.13078125 14.6696875
"357" "1772-067-039_G01" 225 180 214.599 21.496 4.253 13 33 175 230 214.599 22.226 5.051 11 36 214.599 12.978 4.133 1 26 175 230 214.599 13.825 4.234 3 24 "1-No cell" "No comment" "G01" "1772-067-039" TRUE -0.643218750000003 -0.00931250000000006
"358" "1772-067-039_G02" 190 185 214.599 110.255 80.135 21 289 140 235 214.599 21.299 4.728 6 31 214.599 15.036 4.976 4 30 140 235 214.599 13.445 4.067 0 21 "0-No Error" "No comment" "G02" "1772-067-039" FALSE 88.11578125 2.0486875
"359" "1772-067-039_G03" 221 181 214.599 26.642 7.384 9 46 171 231 214.599 22.796 4.6 13 34 214.599 46.73 36.832 5 132 171 231 214.599 12.606 4.302 1 25 "0-No Error" "No comment" "G03" "1772-067-039" FALSE 4.50278125 33.7426875
"360" "1772-067-039_G04" 217 177 214.599 29.423 9.456 11 54 167 227 214.599 23.745 5.054 12 36 214.599 73.387 68.928 4 265 167 227 214.599 13.161 4.334 4 23 "0-No Error" "No comment" "G04" "1772-067-039" FALSE 7.28378125 60.3996875
"361" "1772-067-039_G05" 187 176 214.599 25.307 5.922 12 42 137 226 214.599 22.584 5.071 8 36 214.599 26.263 13.235 6 62 137 226 214.599 13.891 4.242 3 26 "0-No Error" "No comment" "G05" "1772-067-039" FALSE 3.16778125 13.2756875
"362" "1772-067-039_G06" 220 176 214.599 50.088 26.818 15 105 170 226 214.599 22.482 4.639 12 34 214.599 73.467 57.424 6 199 170 226 214.599 12.788 4.295 0 22 "0-No Error" "No comment" "G06" "1772-067-039" FALSE 27.94878125 60.4796875
"363" "1772-067-039_G07" 188 184 214.599 58.409 27.631 18 112 138 234 214.599 21.978 4.769 10 33 214.599 43.467 23.241 10 98 138 234 214.599 12.905 4.513 3 29 "0-No Error" "No comment" "G07" "1772-067-039" FALSE 36.26978125 30.4796875
"364" "1772-067-039_G08" 219 182 214.599 108.737 97.694 16 345 169 232 214.599 23.073 4.909 14 35 214.599 78.27 75.32 8 255 169 232 214.599 13.139 4.464 1 26 "0-No Error" "No comment" "G08" "1772-067-039" FALSE 86.59778125 65.2826875
"365" "1772-067-039_G09" 187 182 214.599 84.212 71.874 7 252 137 232 214.599 20.978 4.42 10 35 214.599 56.46 50.13 4 188 137 232 214.599 12.482 3.763 0 20 "0-No Error" "No comment" "G09" "1772-067-039" FALSE 62.07278125 43.4726875
"366" "1772-067-039_G10" 182 177 214.599 22.65 5.852 9 38 132 227 214.599 22.263 4.706 11 33 214.599 13.285 4.246 2 23 132 227 214.599 13.518 4.18 3 26 "0-No Error" "No comment" "G10" "1772-067-039" FALSE 0.510781249999997 0.2976875
"367" "1772-067-039_G11" 214 177 214.599 63.431 39.075 17 153 164 227 214.599 23.066 4.57 7 35 214.599 80.693 59.393 6 220 164 227 214.599 12.752 4.345 0 24 "0-No Error" "No comment" "G11" "1772-067-039" FALSE 41.29178125 67.7056875
"368" "1772-067-039_G12" 183 179 214.599 34.153 9.23 13 55 133 229 214.599 21.993 4.619 11 35 214.599 74.657 46.804 11 183 133 229 214.599 13.927 4.933 3 28 "0-No Error" "No comment" "G12" "1772-067-039" FALSE 12.01378125 61.6696875
"369" "1772-067-039_H01" 216 180 214.599 48.832 27.671 9 123 166 230 214.599 22.708 4.751 10 34 214.599 112.934 104.413 6 375 166 230 214.599 13 4.159 3 26 "0-No Error" "No comment" "H01" "1772-067-039" FALSE 26.69278125 99.9466875
"370" "1772-067-039_H02" 184 180 214.599 26.307 6.748 10 47 134 230 214.599 21.774 4.141 12 33 214.599 63.927 50.686 7 178 134 230 214.599 13.482 4.981 4 24 "0-No Error" "No comment" "H02" "1772-067-039" FALSE 4.16778125 50.9396875
"371" "1772-067-039_H03" 213 179 214.599 27.715 6.716 12 43 163 229 214.599 22.569 4.524 12 34 214.599 23.971 12.975 5 59 163 229 214.599 12.891 4.529 3 25 "0-No Error" "No comment" "H03" "1772-067-039" FALSE 5.57578125 10.9836875
"372" "1772-067-039_H04" 209 176 214.599 84.818 64.183 14 226 159 226 214.599 22.38 4.771 9 34 214.599 67.803 56.767 9 198 159 226 214.599 12.555 4.279 0 24 "0-No Error" "No comment" "H04" "1772-067-039" FALSE 62.67878125 54.8156875
"373" "1772-067-039_H05" 179 176 214.599 21.139 4.366 8 31 129 226 214.599 22.058 4.731 4 36 214.599 12.62 4.339 1 25 129 226 214.599 13.599 4.316 3 27 "1-No cell" "No comment" "H05" "1772-067-039" TRUE -1.00021875 -0.367312500000001
"374" "1772-067-039_H06" 211 176 214.599 24.504 5.552 13 39 161 226 214.599 21.672 4.404 11 32 214.599 45.328 32.295 6 132 161 226 214.599 12.255 4.275 0 25 "0-No Error" "No comment" "H06" "1772-067-039" FALSE 2.36478125 32.3406875
"375" "1772-067-039_H07" 179 178 214.599 50.372 26.277 10 107 129 228 214.599 21.657 4.465 8 30 214.599 67.226 46.499 7 166 129 228 214.599 13.066 4.313 1 24 "0-No Error" "No comment" "H07" "1772-067-039" FALSE 28.23278125 54.2386875
"376" "1772-067-039_H08" 209 178 214.599 29.46 8.249 12 48 159 228 214.599 22.504 4.969 9 36 214.599 86.343 70.209 12 232 159 228 214.599 12.723 4.519 0 22 "0-No Error" "No comment" "H08" "1772-067-039" FALSE 7.32078125 73.3556875
"377" "1772-067-039_H09" 177 176 214.599 91.022 67.79 17 275 127 226 214.599 21.139 4.692 7 34 214.599 14.255 4.884 0 26 127 226 214.599 12.394 4.478 2 25 "0-No Error" "No comment" "H09" "1772-067-039" FALSE 68.88278125 1.2676875
"378" "1772-067-039_H10" 176 173 214.599 23.577 6.104 8 40 126 223 214.599 22.029 4.718 8 34 214.599 13.234 4.141 4 27 126 223 214.599 13.423 4.539 0 24 "0-No Error" "No comment" "H10" "1772-067-039" FALSE 1.43778125 0.2466875
"379" "1772-067-039_H11" 207 174 214.599 24.336 5.717 7 39 157 224 214.599 22.518 4.191 14 35 214.599 18.35 7.62 4 38 157 224 214.599 12.949 4.224 3 23 "0-No Error" "No comment" "H11" "1772-067-039" FALSE 2.19678125 5.3626875
"380" "1772-067-039_H12" 177 175 214.599 27.102 8.721 6 47 127 225 214.599 22.029 5.115 7 36 214.599 55.73 39.905 6 135 127 225 214.599 13.212 4.532 1 24 "0-No Error" "No comment" "H12" "1772-067-039" FALSE 4.96278125 42.7426875
